company_name,job_title,role_category,job_description,responsibilities,required_qualifications,preferred_qualifications,skills,deadline
스카이젯,C# 프로그램 유지보수 / 개발 경력자 3~7년차,Developer,"담당 업무
• 의약품, 의료기기 영업관리 프로그램 유지보수 및 개발
• 사용자의 요구사항에 대한 기능 개발 및 개선
• Visual Studio 2019 , Ms SQL 2016, Spread.net 16, Active Report, Component One 활용
• Net 4.8 Framework, C#, MS SQL, Winform
• 닷넷프로그램 경력자 5~7년
• 경력 중 Winform 개발 경력 필수

근무 조건
• 한국인과 동일 근무시간 및 동일 근무조건
• 회사 1시간 이내 출근 가능 및 한국 상주자 만 지원 가능
• 기본적인 한국 회화 가능자만 지원 가능
• 복지 및 혜택
• 도서구입비지원, 퇴직연금, 휴게실, 자유복장, 음료제공(차,커피), 4대 보험, 사무용품 지급
근무지
서울 성동구 성수일로 77 서울숲 IT 밸리 4층 412호

경력: 경력자
학력: 학력무관
지원 가능한 비자: E-5 전문직업/ E-7 특정활동
한국어 수준: 기초 회화 가능
","
• 의약품, 의료기기 영업관리 프로그램 유지보수 및 개발
• 사용자의 요구사항에 대한 기능 개발 및 개선
• Visual Studio 2019 , Ms SQL 2016, Spread.net 16, Active Report, Component One 활용
• Net 4.8 Framework, C#, MS SQL, Winform
• 닷넷프로그램 경력자 5~7년
• 경력 중 Winform 개발 경력 필수","• 한국인과 동일 근무시간 및 동일 근무조건
• 회사 1시간 이내 출근 가능 및 한국 상주자 만 지원 가능
• 기본적인 한국 회화 가능자만 지원 가능",,,2026-01-15
메크랩주식회사(Mek-labInc.),"Java, C++, Python 기반 CAD/CAE SaaS 개발자 ",Developer,"담당 업무
• 제조업 설계 지원을 위한 시뮬레이션 자동화 SaaS 플랫폼 개발
• Simulink와 유사한 응용프로그램 개발
• Java, C++, Python 기반 오픈소스 내재화
• Mek-lab (https://mek-lab.com/)
자격 요건
• CAD, CAE 알고리즘, 라이브러리 분석 및 응용 가능
• Java, C++, Python 능숙자
• 유관 분야 실무 경험 보유자
• 팀 협업 능력이 뛰어나요
우대 조건
• 스타트업 근무 경험
• CAD/CAE 관련 경험
• 솔루션 업계 경험
• AI 프로젝트 참여 경험
• 문제 해결 능력이 뛰어나요
• AI 기술 이해도가 높아요
복지 및 혜택
• 선택 근무제
• 재택 협의 가능
근무지
인천 미추홀구 인하로 100 인하대,인하공전,정석항공고

경력: 경력자
학력: 대학교졸업(4년)이상
지원 가능한 비자: D-10 구직/ F-4 재외동포/ F-5 영주/ F-6 결혼이민/ F-2 거주/ E-3 연구/ E-5 전문직업/ E-4 기술지도/ E-7 특정활동
한국어 수준: 기초 회화 가능","• 제조업 설계 지원을 위한 시뮬레이션 자동화 SaaS 플랫폼 개발
• Simulink와 유사한 응용프로그램 개발
• Java, C++, Python 기반 오픈소스 내재화
• Mek-lab (https://mek-lab.com/)","• CAD, CAE 알고리즘, 라이브러리 분석 및 응용 가능
• Java, C++, Python 능숙자
• 유관 분야 실무 경험 보유자
• 팀 협업 능력이 뛰어나요","• 스타트업 근무 경험
• CAD/CAE 관련 경험
• 솔루션 업계 경험
• AI 프로젝트 참여 경험
• 문제 해결 능력이 뛰어나요
• AI 기술 이해도가 높아요",,2026-01-25
주식회사이네이블러,웹 플랫폼 풀스택 개발자,Developer,"담당 업무
• AI 기반 산업 자동화 시스템 웹 플랫폼 개발 (Full Stack)
• Java/Spring Boot 기반 백엔드 API 설계 및 구현
• React/Vue.js 기반 프론트엔드 개발
• RESTful API 설계 및 마이크로서비스 아키텍처 구축
• 제조 현장 데이터 수집·분석 대시보드 개발
• AI 비전 시스템, 로봇 제어, 센서 데이터와의 연동 개발
• Docker 기반 배포 및 운영 자동화 지원
• 신규 AI 플랫폼 기능 설계 및 유지보수
자격 요건
• Java / Spring Boot 기반 웹서비스 개발 경험
• Vue.js 혹은 React 기반 프론트엔드 개발 경험
• RESTful API 설계 및 연동 경험
• Git을 활용한 협업 능력
• 기본적인 DB 이해 (MySQL / MariaDB)

• 사용자 관점에서 문제를 이해하고 해결하려는 자세
• 기술보다 ""왜 이 기능이 필요한가""를 먼저 고민하는 개발자
우대 조건
• 제조/자동화/로봇 관련 시스템 개발 경험자
• Docker / Jenkins / AWS / Nginx 운영 경험자
• Python 기반 AI 모델 연동 프로젝트 경험자
• Claude, Cursor, Copilot 등 AI 코딩 어시스턴트 활용 능숙자
• 실시간 데이터 시각화 또는 Dashboard 구축 경험
• 새로운 기술에 대한 학습 의지와 도전 정신
• AI/ML 모델 연동 개발 경험
• 영어로 기술 문서 작성 및 커뮤니케이션 가능자
근무지
서울 강남구 강남대로 314 서우빌딩
경력: 신입 / 경력자
학력: 학력무관
지원 가능한 비자: 확인필요
한국어 수준: 일상 대화 가능
언어 수준: 영어/ 비즈니스 회화 가능","• AI 기반 산업 자동화 시스템 웹 플랫폼 개발 (Full Stack)
• Java/Spring Boot 기반 백엔드 API 설계 및 구현
• React/Vue.js 기반 프론트엔드 개발
• RESTful API 설계 및 마이크로서비스 아키텍처 구축
• 제조 현장 데이터 수집·분석 대시보드 개발
• AI 비전 시스템, 로봇 제어, 센서 데이터와의 연동 개발
• Docker 기반 배포 및 운영 자동화 지원
• 신규 AI 플랫폼 기능 설계 및 유지보수","• Java / Spring Boot 기반 웹서비스 개발 경험
• Vue.js 혹은 React 기반 프론트엔드 개발 경험
• RESTful API 설계 및 연동 경험
• Git을 활용한 협업 능력
• 기본적인 DB 이해 (MySQL / MariaDB)

• 사용자 관점에서 문제를 이해하고 해결하려는 자세
• 기술보다 ""왜 이 기능이 필요한가""를 먼저 고민하는 개발자","• 제조/자동화/로봇 관련 시스템 개발 경험자
• Docker / Jenkins / AWS / Nginx 운영 경험자
• Python 기반 AI 모델 연동 프로젝트 경험자
• Claude, Cursor, Copilot 등 AI 코딩 어시스턴트 활용 능숙자
• 실시간 데이터 시각화 또는 Dashboard 구축 경험
• 새로운 기술에 대한 학습 의지와 도전 정신
• AI/ML 모델 연동 개발 경험
• 영어로 기술 문서 작성 및 커뮤니케이션 가능자",,2025-12-20
주식회사 워크포트,소프트웨어 개발자,Developer,"담당 업무
• 스마트카메라 소프트웨어 개발 및 유지관리
• 신규 기능 설계 및 기존 시스템 개선 수행
• 고객 요구사항 분석 및 기술지원 제공
• 제품의 성능 최적화 및 문제해결을 위한 연구진행
자격 요건
• 소프트웨어 / 컴퓨터 / 시스템공학 등 관련 전공자
• C/C++/C# 활용 가능자
• 한국어 기본 회화 가능자
우대 조건
• 기술문서 작성 및 커뮤니케이션 능력이 뛰어난 분
• 팀워크와 협업 능력 우수자
• 영어 가능자
복지 및 혜택
- 4대 보험 가입 (건강보험, 국민연금, 산재보험, 고용보험)
- 경조휴가, 육아휴직 및 연차제도 제공
- 사내 기타 복리 제도 지원
근무지
경기 성남시 수정구 위례광장로 41

경력: 무관
학력: 대학교졸업(4년)이상
지원 가능한 비자: D-10 구직/ E-7 특정활동/ F-2 거주/ F-4 재외동포/ F-5 영주/ F-6 결혼이민/ 확인필요
한국어 수준: 일상 대화 가능 
","• 스마트카메라 소프트웨어 개발 및 유지관리
• 신규 기능 설계 및 기존 시스템 개선 수행
• 고객 요구사항 분석 및 기술지원 제공
• 제품의 성능 최적화 및 문제해결을 위한 연구진행","• 소프트웨어 / 컴퓨터 / 시스템공학 등 관련 전공자
• C/C++/C# 활용 가능자
• 한국어 기본 회화 가능자","• 기술문서 작성 및 커뮤니케이션 능력이 뛰어난 분
• 팀워크와 협업 능력 우수자
• 영어 가능자",,2026-02-25
,,,,,,,,2026-02-12
(주)알리웨이브,소셜마케터(통번역),Designer,"주요 업무 소셜 마케터 각 국가별 마케터로서 SNS관리 및 통/번역 업무입니다. 페이스북, 틱톡 등 SNS채널을 관리합니다. 

Designer 
포토샵, 일러스트, AI활용 디자인 

자격 요건 
유학생, 구직비자, 결혼이주여성 등 한국에서 거주하면 합법적으로 근무 가능한 자 

한국어 4급 이상자 

우대 사항 틱톡, 페이스북 등 SNS 현재 운영중인사람 우대합니다. 
캠바, 캣컷, 포토샵, FLOW AI 등 다양한 편집 툴 이용가능하신분 우대합니다. 

디자인 경력 있는 분 우대합니다. 

기타 향후 근무평가 후 E7, F2 비자 발급지원 가능 정규직, 아르바이트 모두 가능 근무시간, 근무요일 조정 가능합니다. 출퇴근 가능한분 지원해주세요 국내 거주하시는 분만 지원해주세요 대학생도 지원 가능합니다. 근무시간 조정 가능","• 페이스북·틱톡 등 SNS 채널 운영
• 콘텐츠 관리 및 통·번역
• 국가별 마케팅 업무",,"• 합법적 근무 가능 (유학생/구직비자/결혼이주 등)
• 한국어 4급 이상
• 국내 거주자","• SNS 운영 능력
• 번역·커뮤니케이션 능력
• 편집 툴 가능 (캠바/캣컷 등 우대)",2026-01-10
(주)알리웨이브,Designer,Designer,"주요 업무 
[마케팅] - 국내거주 외국인 또는 입국예정 외국인들이 주로 이용하는 SNS 발굴 및 바일러 기획 - 국내거주 외국인 타겟 디지털 광고 컨텐츠 기획 및 광고 대행사 관리 - 데이터 분석 툴 바탕으로 데이터를 분석하고 마케팅/서비스 적용 
[Product] - 플랫폼 서비스 개선/기획/운영/고도화 업무 수행 - 사용자/데이터 조사분석 및 벤치마킹 통한 인사이트 도출 - 외국인 전용 비대면 상품 개발, 기존 상품 개선 - 플랫폼 상시테스트 수행, 페인포인트 체크 - 서비스 품질 진단 및 개선, 고객 VOC 및 민원관리 
[퍼블리셔] - HTML, CSS, JavaScript를 활용한 웹/모바일 페이지 퍼블리싱 - Designer와 협업하여 디자인 시안구현 - UI/UX 개선을 위한 마크업 유지보수 자격 요건 - 학력 : 대학 재학/대졸 이상 - 

자격요건 : F-2, F-4, F-5, F-6, D-2, D-10, 귀화자 

우대 사항 - SNS인플루언서 활동 - 서비스 기획/개발, UI/UX기획 경험 보유자 - 디지털 마케팅 능력 보유자 - 개발관련 전공 또는 경력자 - 원활한 의사소통을 위한 한국어 능력 보유자 - 데이터분석(SQL데이터 추출, 고객 데이터 수집, 분석 설계 및 Insight 도출) 경험자 

기타 - 면접 대상자는 개별적으로 연락드리겠습니다. - 6개월 인턴 근무 후 우수자에 한하여 전문직(계약) 전환 기회 부여합니다. - 자기소개서 필수 답변 사항 : Bravo Korea 앱을 이용해보고 느낀점(장단점) 및 개선점을 기술해주세요.","• 포토샵/일러스트 기반 디자인
• AI 활용 디자인
• 필요 시 SNS 디자인 제작",,"• 국내 합법 근무 가능
• 한국어 4급 이상
• 포트폴리오 제출","• 포토샵/일러스트/AI 디자인 역량
• 편집 툴 숙련",2026-02-28
전북은행,외국인 서비스 / 마케팅 기획,Designer,"주요 업무 브랜딩 디자인 작업 

자격 요건 - 담당 매니저와 프로젝트 관련 의사소통에 있어 소통이 원활한 자 - 지원하는 분야 관련 디자인 포토폴리오 제출 

우대 사항 브랜딩 디자인 유경험자","• 외국인 타겟 SNS 조사·기획
• 디지털 광고 콘텐츠 기획
• 데이터 분석 기반 마케팅 전략
• VOC·민원 관리",,"• 대학 재학 이상
• F2/F4/F5/F6/D2/D10/귀화자
• 한국어 의사소통 가능","• 디지털 마케팅
• 데이터 분석(SQL)
• 광고 기획/캠페인 운영",채용시 마감
전북은행,퍼블리셔,Designer,"주요 업무 브랜딩 디자인 작업 

자격 요건 - 담당 매니저와 프로젝트 관련 의사소통에 있어 소통이 원활한 자 - 지원하는 분야 관련 디자인 포토폴리오 제출 

우대 사항
대학 재학 이상
해당 비자 소지자(F·D계열)","• HTML/CSS/JS 활용 페이지 퍼블리싱
• Designer와 협업하여 디자인 시안 구현
• UI/UX 유지보수 및 개선",,"• 대학 재학 이상
• 해당 비자 소지자(F·D계열)","• HTML/CSS/JavaScript
• UI/UX 이해도
• 협업 능력",채용시 마감
굳센,프리랜서 브랜딩 Designer(재택),Designer,"주요 업무 브랜딩 디자인 작업 

자격 요건 - 담당 매니저와 프로젝트 관련 의사소통에 있어 소통이 원활한 자 - 지원하는 분야 관련 디자인 포토폴리오 제출 

우대 사항 브랜딩 디자인 유경험자","• 브랜드 시각 요소 제작
• 브랜드 콘셉트 디자인
• 매니저와 커뮤니케이션",,"• 원활한 커뮤니케이션
• 포트폴리오 필수 제출","• 브랜딩 디자인 역량
• 창의적 시각 디자인",2025-12-20
굳센,프리랜서 PPT Designer(재택),Designer,"주요 업무 로고 디지안 파워포인트 디자인 상세페이지 디자인 패키지 디자인 브랜드 네이밍 

자격 요건 디자인 프로그램 툴 사용이 능숙한 Designer 담당 매니저와 프로젝트 관련 의사소통에 있어 소통이 원활한 자 

우대 사항 파워포인트 디자인 유경험자, 관련 전공 졸업자","• 파워포인트 디자인
• 상세페이지/패키지 디자인
• 브랜드 네이밍 보조",,"• 디자인 툴 능숙
• 커뮤니케이션 원활","• PowerPoint 디자인
• 포토샵/일러스트
• 그래픽 디자인",2026-02-10
굴라우리(GULAURI),쇼핑몰 웹Designer,Designer,"담당 업무
• 브랜드 웹사이트 및 쇼핑몰 디자인
• 배너, 상세페이지, 프로모션 이미지 제작
• 온라인 콘텐츠 디자인 전반
자격 요건
• 웹디자인 관련 경력 1년 이상 (신입 지원 가능)
• 포토샵, 일러스트레이터, Figma 등 디자인 툴 활용 가능자
• 감각적이고 트렌디한 디자인 이해도
우대 조건
• 뷰티/패션/라이프스타일 관련 디자인 경험자
• 쇼핑몰, 자사몰 운영 경험자
근무지
서울 구로구 디지털로27길 36 이스페이스

경력: 신입 / 경력자
학력: 학력무관
지원 가능한 비자: D-2 학생/ D-4 일반 훈련생/ D-10 구직자/ C-4 단기 근로자/ F-2 거주자/ F-4 해외 한국인/ F-5 영주권/ F-6 결혼이민자
한국어 수준: 기초 회화 가능","• 쇼핑몰/웹사이트 디자인
• 상세페이지·배너 제작
• 온라인 콘텐츠 디자인","정규직, 서울 구로구
비자: D2, D4, D10, C4, F2 등","• 웹디자인 경력 1년 이상 (신입 가능)
• 포토샵·일러스트·Figma 가능","웹디자인, 상세페이지, 배너, Figma, 포토샵",2025-12-27
(주)필터페이퍼디자인,실내 건축 Designer,Designer,"담당 업무
• 실내 건축 디자인 계획을 수립합니다
• 고객 요구에 맞춘 디자인 제안을 합니다
• 프로젝트 시공 현장을 관리합니다
• 디자인 소프트웨어를 활용합니다
• 트렌드를 반영한 디자인을 개발합니다
자격 요건
• 실내 건축 디자인 경험 보유자
• 디자인 소프트웨어 활용 능력 필수
• 창의적 문제 해결 능력이 필요합니다
• 팀과 효과적으로 소통할 수 있습니다
• 프로젝트 관리 경험이 요구됩니다
우대 조건
• 관련 학위 소지자를 우대합니다
• 대규모 프로젝트 경험자를 우대합니다
• 트렌드에 민감한 분을 우대합니다
• 3D 모델링 능력 우수자 우대합니다
근무지
경남 창원시 마산회원구 양덕동9길 13, 1층
경력: 경력자
학력: 학력무관
지원 가능한 비자: 확인필요
한국어 수준: 원어민 수준 대화 가능","• 실내건축 디자인 계획
• 고객 맞춤 디자인 제안
• 시공 현장 관리
• 트렌드 기반 디자인","정규직 / 경남 창원
관련 학위·대규모 프로젝트 경험 우대","• 실내건축 디자인 경험 필수
• 디자인 소프트웨어 능숙
• 프로젝트 관리 가능","CAD/3D모델링, 프로젝트 관리, 인테리어 디자인",2026-02-22
테라메디약국,일러스트 Designer,Designer,"담당 업무
• 약국 브랜딩 일러스트 제작해요
• 마케팅 자료 디자인 담당해요
• 제품 포장 디자인 참여해요
• 디지털 콘텐츠 제작 지원해요
• 팀과 협업하여 프로젝트 진행해요
자격 요건
• 디자인 툴 활용 가능자예요
• 일러스트레이션 포트폴리오 제출해요
• 협업 능력 뛰어난 분을 원해요
• 창의적 문제 해결 능력 중요해요
우대 조건
• 약국 또는 제약 분야 경험자 우대해요
• 트렌드에 민감한 분 우대해요
• 디지털 마케팅 이해도 높으면 좋아요
• 빠르게 적응하는 분 선호해요
• 커뮤니케이션 능력 우수한 분 우대해요
복지 및 혜택
• 유연 근무제 제공해요
• 건강 검진 지원해요
• 직원 할인 혜택 있어요
• 경조사 지원금 제공해요
• 자기 계발 기회 제공해요
근무지
전북 전주시 완산구 영선로 21-7

경력: 신입 / 경력자
학력: 학력무관
지원 가능한 비자: C-4 단기 근로자/ D-2 학생/ D-4 일반 훈련생/ D-10 구직자/ E-5 전문가/ F-2 거주자 F-4 해외 한국인
한국어 수준: 원어민 수준 대화 가능","• 약국 브랜딩 일러스트
• 포장 디자인
• 마케팅 자료 제작
• 디지털 콘텐츠","비자: C4, D2, D4, D10, E5
전북 전주시, 정규직","• 디자인 툴 가능
• 일러스트 포트폴리오 제출
• 협업 능력","일러스트레이션, 포토샵, 콘텐츠 디자인",2026-01-31
(주)에임즈인터내셔널코리아,콘텐츠 Designer,Designer,"담당 업무
• ⊙ 모집부문
“국내패션강소기업 / 콘텐츠 Designer ” - 긴급

[담당업무]

• 콘텐츠 기획안을 바탕으로 소비자의 눈길을 끄는 구매전환 광고 영상 제작 및 편집
• 제품 및 타깃 특성에 맞춘 숏폼
• 광고 콘텐츠 제작 과정 전반
• (모델 레퍼런스 스튜디오 등등)
• 브랜드 무드의 맞는 이미지 광고 컨텐츠 기획 밎 디자인
• 자기주도적인 일이 가능한분

⊙ 자격요건
1. 학력: 초대졸이상
2. 경력: 2년이상 ~ 8년 미만( 대리 과장 ) 영상편집 관련 업무 경력

- 커머스 업계 SNS 광고 영상 제작 경험이 있으신 분
- 바이럴 숏폼 콘텐츠 제작 경험이 있으신 분
- DA, SA, SNS 퍼포먼스 마케팅 디자인 유경험자

⊙ 근무조건
* 근무형태 : 정직원
* 근무지역 : 서울 성수동

 우대사항
- 광고 소재 기획 및 제작에 대한 열정과 겐스가 있으신분
- 광고 영상의 성과(전환율,조회수 등) 에 관심을 갖고 개선에 흥비를 느끼시는분
- 관련분야 이커머스 직무 경험
- 판매력 있는 콘텐츠 제작에 관심이 많이 있으신 분
- 인근거주자


복지 및 혜택
• 우수사원시상식, 워크샵, 신규 입사자 교육(OJT), 직무능력향상교육, 도서구입비지원, 멘토링제도, 외국어 교육 지원, 자기계발비 지원, 연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 포상휴가, 공휴일 휴무, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 건강검진, 의료비지원(본인), 기숙사 운영, 점심식사 제공, 저녁식사 제공, 각종 경조사 지원, 성과급, 야근수당, 휴일(특근)수당, 수평적 조직문화, 회식강요 안함, 야근강요 안함, 명절선물/귀향비, 의료비지원(가족), 육아휴직, 휴게실, 회의실, 공기청정기, 휴양시설 제공, 자유복장, 유니폼지급, 식비 지원, 음료제공(차,커피), 회사차량 있음, 자회사 제품할인, 콘도/리조트 이용권, 통신비 지원, 복지카드/포인트, 4대 보험, 사무용품 지급, 최고 성능 컴퓨터, 자유로운 연차사용, 주 52시간제 준수, 장기근속 선물, 자율 근무제
근무지
서울 강남구 강남대로 강남역

경력: 경력자
학력: 대학졸업(2,3년)이상
지원 가능한 비자: 확인필요
한국어 수준: 원어민 수준 대화 가능","• 광고 영상 제작·편집
• 숏폼 제작
• 이미지 광고 기획·디자인","정규직 / 서울 성수동
이커머스 경험·광고 제작 경험 우대","• 초대졸 이상
• 영상편집 경력 2~8년","영상편집, 숏폼 제작, SNS 광고 디자인",2026-02-05
(주)엠쓰리모바일,마케팅 Designer,Designer,"담당 업무
• 자사 BI(Brand Identity) 구축 및 BI 기반 디자인 가이드 적용·개선
• 온라인/오프라인 콘텐츠 및 홍보물 디자인 제작
• 오프라인 전시 및 행사물 전반의 디자인 및 운영 지원
자격 요건
• 포토샵 능숙자, PPT능력 우수자
우대 조건
• 영어가능자, 영어능통자, 공모전 입상자, 해당직무 인턴경력, 컴퓨터활용능력 우수, 해당직무 근무경험, 문서작성 우수자, FLASH 능숙자, MAC/편집 전문가, 외국인 지원 가능
• 컴퓨터그래픽스운용기능사, GTQ포토샵, GTQ일러스트 1급
• 예/체능계열
복지 및 혜택
• 연차, 반차, 장기근속자 포상, 우수사원포상, 퇴직금, 저녁식사 제공, 각종 경조사 지원, 회식강요 안함, 산전 후 휴가, 육아휴직, 회의실, 공기청정기, 자유복장, 유니폼지급, 음료제공(차,커피), 야간교통비지급, 사원증, 4대 보험, 사무용품 지급
근무지
서울 금천구 가산디지털1로 196 에이스테크노타워10차 1107~1109호
경력: 경력자
학력: 학력무관
지원 가능한 비자: 확인필요
한국어 수준: 일상 대화 가능","• BI 디자인 가이드 제작
• 온라인·오프라인 홍보물 디자인
• 전시·행사 디자인 운영 지원","정규직 / 서울 금천구
영어 가능자·경력자·자격증 소지자 우대","• BI 디자인 가이드 제작
• 온라인·오프라인 홍보물 디자인
• 전시·행사 디자인 운영 지원","포토샵, PPT, 그래픽 디자인",2026-02-25
제철바다,웹·콘텐츠 Designer,Designer,"담당 업무
저희 제철바다 는 신선하고 믿을 수 있는 육류(돼지·소·닭) 수산물, 야채등을 유통·판매하는 식품 전문 기업입니다.

우리는 단순한 거래를 넘어, 사람들의 식탁에 건강과 행복을 전한다는 마음으로 일하고 있습니다.

좋은 재료를 선별하고, 정직한 유통 과정을 지키며, 고객과 함께 성장하는 것을 가장 큰 가치로 생각합니다.

함께 일하는 사람을 소중히 여기며 서로 신뢰하고 배려하는 따뜻한 분위기 속에서 일할 수 있습니다.

정직함과 열정을 가진 분이라면, 제철바다에서 함께 성장해요~!

주요업무
- 제품 가격표 업데이트 및 관리 (캔바 작업)

부업무
- SNS 배너, 상세페이지, 광고 컨텐츠 디자인
- 브랜드 웹사이트 및 쇼핑몰 디자인 및 관리 (CAFE24, 메이크샵)
- 자사 홈페이지 및 자사 쇼핑몰, 하이브리드 APP 디자인
- 자사 웹사이트 및 온라인 컨텐츠 전반의 그래픽 디자인
- 제품 상세페이지 신규 제작 및 리뉴얼
- 상세페이지용 GIF, 릴스, 숏츠 등 영상 컨텐츠 편집
- 패키징 디자인

자격 요건
- 학력무관
- 신입 / 경력 무관
- 감각적이고 트렌디한 디자인 이해도
- SNS/디지털 트렌드 이해도 및 콘텐츠 감각 보유자
- 자기 주도적으로 업무를 기획하고 실행할 수 있는 분
- 디자인 소프트웨어 활용 능력
- AI도구를 활용하여 콘텐츠 제작 가능자
- 팀워크 및 커뮤니케이션 능력
- 마케팅/광고 경력자 (혹은 이에 준하는 실무 경험)
우대 조건
- 신속하고 정확한 업무 스킬
- 성실하고 책임감 있는 분
- 라이브 방송 지식 보유자 혹은 관심 있으신 분
- 쿠팡, 네이버스마트스토어, 카페24등 온라인 쇼핑몰 운영 및 관리 경험자
- 상세페이지 기획 및 디자인 경험 보유자
- Figma 툴을 활용한 퍼블리싱 경험 보유자
- 영상 콘텐츠 제작 및 편집 가능자
- 컨텐츠 마케팅 또는 디자인 관련 경험 보유자
- 포토샵, 일러스트레이터, Figma, Canva등 디자인 툴 활용 가능자
- 패키지 디자인 유경험자
- 브랜드 캠페인, 영상, 상세페이지 등 크레에이티브 제작 경험자
- 빠르게 변하는 트렌드 속에서 실행과 실험을 즐기는 분
복지 및 혜택
-4대보험
-중식 제공
-퇴직금 별도지급
-자유로운 연차 사용
-설/추석 선물
-간식제공
근무지
경북 경산시 하양읍 대경로 21
경력: 무관
학력: 학력무관
지원 가능한 비자: D-2 학생/ D-4 일반 훈련생/ D-10 구직자/ F-4 해외 한국인/ F-2 거주자/ F-5 영주권/ F-6 결혼이민자/ H-1 관광취업/ H-2 방문취업/ C-4 단기 근로자
한국어 수준: 일상 대화 가능","• 가격표 업데이트 (캔바)
• SNS 배너·상세페이지·광고 콘텐츠 디자인
• 브랜드 웹사이트/쇼핑몰 관리(CAFE24/메이크샵)
• 홈페이지·앱 디자인
• 상세페이지 제작 및 영상 편집(GIF/릴스/숏츠)
• 패키지 디자인","• 학력/경력 무관
• 감각적·트렌디한 디자인 이해도
• SNS·디지털 트렌드 이해
• 자기주도적 업무 진행
• 디자인 SW 사용 능력
• AI 도구 활용 가능
• 팀워크/커뮤니케이션 능력
• 마케팅·광고 실무 경험","• 빠른 업무 처리
• 온라인 쇼핑몰 운영 경험
• 상세페이지 기획·디자인 경험
• Figma 퍼블리싱
• 영상 편집 가능
• 콘텐츠 마케팅 경험
• 패키지 디자인 경험
• 브랜드·영상·상세페이지 제작 경험
• 트렌드에 민감","• Photoshop
• Illustrator
• Figma
• Canva
• 영상 편집 도구
• AI 활용 도구",2026-01-31
안타스포츠코리아(주),아웃도어/KIDS 제품 Designer,Designer,"담당 업무
• 제품 디자인 및 개발
• 시장 조사 및 트렌드 분석
• 샘플 제작 및 품질 관리
• 매장 진열 및 마케팅 지원
• 고객 요구사항 파악
자격 요건
• 해당직무 근무경험, 포토샵 능숙자
• 일러스트레이터(Illustrator)
우대 조건
• FrontEnd 개발 경험
• GTQ포토샵
• 예/체능계열
복지 및 혜택
• 연차, 상여금, 퇴직금, 자격증수당, 명절선물/귀향비, 자유복장, 음료제공(차,커피), 4대 보험
근무지
서울 강남구 도곡로 206

경력: 경력자
학력: 대학교졸업(4년)이상
지원 가능한 비자: F-5 영주권/ F-6 결혼이민자/ F-4 해외 한국인/ F-2 거주자
한국어 수준: 원어민 수준 대화 가능","• 제품 디자인 및 개발
• 시장 조사 및 트렌드 분석
• 샘플 제작·품질 관리
• 매장 연출·MD 지원
• 고객 요구 파악","• 디자인 직무 경험
• 포토샵 능숙
• Illustrator 능숙","• Front-end 개발 경험
• GTQ 포토샵
• 예·체능 계열 전공","• Photoshop
• Illustrator",2026-02-02
(주)에스제이이엔씨,인테리어 Designer,Designer,"담당 업무
• 실내 공간 디자인 및 설계 진행합니다
• 고객 요구사항 분석 및 디자인 제안합니다
• 프로젝트 일정 관리 및 조율합니다
• 시공 현장 관리 및 품질 확인합니다
• 디자인 트렌드 조사 및 분석합니다
자격 요건
• 인테리어 디자인 관련 경험 보유자입니다
• 3D 모델링 및 CAD 활용 능숙자입니다
• 시공 현장 경험 및 관리 능력 있습니다
• 디자인 소프트웨어 활용 능력 필수입니다
• 팀워크 및 커뮤니케이션 능력 우수합니다
우대 조건
• 엑셀 및 포토샵 활용가능
• 운전 면허
• 실내건축 관련 자격증 소지자 우대합니다
복지 및 혜택
•실적에 따른 추가 인센티브 지급

• 자기계발비 지원 제도 있습니다

• 4대보헙가입","• 실내 공간 디자인 및 설계
• 고객 요구 분석 및 제안
• 프로젝트 일정 조율
• 시공 현장 관리·품질 확인
• 디자인 트렌드 조사","• 인테리어 디자인 경험자
• 3D 모델링·CAD 능숙자
• 시공 현장 경험
• 디자인 SW 능숙
• 팀워크/커뮤니케이션 우수","• 포토샵·엑셀 활용 가능
• 운전면허
• 실내건축 자격증 우대","• CAD
• 3D Modeling
• Photoshop
• Excel",채용시 마감
